0.0125,1.4256,0.0476,0.0006,0.0002,0.0042,0.0082
0.0078,1.0067,0.032,0.0006,0.0003,0.0029,0.0079
0.0039,1.2242,0.0324,0.0005,0.0002,0.0039,0.008
0.0012,1.2978,0.032,0.0005,0.0003,0.0002,0.0015
0.0007,1.3345,0.0314,0.0003,0.0002,0.0001,0.0018
0.0026,0.6778,0.0201,0.0002,0.0002,0.0004,0.0008
0.0106,1.2113,0.031,0.0002,0.0002,0.0014,0.0014
0.0008,0.7509,0.0187,0.0002,0.0002,0.0004,0.0008
0.0014,1.2251,0.0309,0.0003,0.0002,0.0002,0.0015
0.0113,1.5073,0.03,0.0003,0.0001,0.0011,0.0011
0.0007,7.0556,0.0181,0.0003,0,0,0.0007
0.0012,0.6322,0.0181,0.0001,0.0001,0.0007,0.0008
0.0031,0.9708,0.0258,0.0002,0.0002,0.0009,0.0012
0.0033,18.9248,0.0327,0.0006,0.0002,0.0007,0.0016
0.0025,1.2217,0.0265,0.0003,0.0003,0.0004,0.0013
0.0047,1.2244,0.0272,0.0003,0.0002,0.001,0.0013
0.0012,0.7402,0.0283,0.0002,0.0002,0.0005,0.0008
0.0028,1.4166,0.0303,0.0003,0.0001,0.0007,0.0014
0.002,0.7346,0.0188,0.0002,0.0003,0.0003,0.0008
0.0005,1.3871,0.0267,0.0003,0.0003,0.0001,0.0012
0.003,1.6409,0.0384,0.0002,0.0001,0.0013,0.0015
0.0008,28.0667,0.0208,0.0004,0.0002,0.0001,0.0008
0.0062,1.1581,0.0271,0.0002,0.0001,0.0011,0.0012
0.0032,0.6843,0.0207,0.0003,0.0007,0.0008,0.0008
0.0032,0.6001,0.0181,0.0001,0.0001,0.0006,0.0008
0.0029,0.6121,0.0182,0.0001,0.0002,0.0005,0.0008
0.001,1.2366,0.0295,0.0002,0.0004,0.0002,0.002
0.0036,0.6206,0.0183,0.0001,0.0002,0.0005,0.0008
0.0024,0.6678,0.0186,0.0006,0.0001,0.0004,0.0009
0.005,1.39,0.0277,0.0004,0.0002,0.0004,0.0011
0.0054,1.0941,0.0276,0.0002,0.0001,0.0007,0.0009
0.0027,11.5286,0.0328,0.0014,0.001,0.0006,0.0017
0.0074,1.2886,0.0274,0.0002,0.0001,0.001,0.0013
0.0024,1.568,0.0238,0.0002,0.0008,0.0005,0.0008
0.0048,0.6418,0.0182,0.0002,0.0003,0.0005,0.0008
0.0014,1.0113,0.0266,0.0004,0.0002,0.0003,0.0011
0.0012,0.6187,0.018,0.0001,0.0002,0.0006,0.0008
0.0028,1.0903,0.0228,0.0002,0.0002,0.0007,0.0009
0.0049,1.2252,0.0287,0.0002,0.0002,0.0004,0.0016
0.0006,0.6264,0.0179,0.0002,0.0003,0.0002,0.0008
0.0015,0.6178,0.0196,0.0001,0.0002,0.0007,0.0008
0.0035,11.5991,0.0239,0.0003,0.0002,0.001,0.0009
0.0038,0.7746,0.024,0.0002,0.0002,0.0003,0.0009
0.0023,0.6215,0.0182,0.0002,0.0002,0.0003,0.0008
0.0028,0.6135,0.0183,0.0002,0.0002,0.0005,0.0008
0.001,0.8349,0.0209,0.0005,0.001,0,0.0008
0.0041,1.5305,0.0314,0.0003,0.0001,0.0013,0.0012
0.0149,4.7902,0.4401,0.0003,0.0003,0.0011,0.0016
0.009,0.7399,0.0196,0.0002,0.0002,0.0008,0.0008
0.004,1.0009,0.029,0.0002,0.0002,0.0005,0.0015
0.0009,1.1129,0.0308,0.0002,0.0001,0.0001,0.0015
0.0008,1.2132,0.0355,0.0005,0,0.0001,0.0012
0.0009,1.1621,0.0297,0.0002,0.0003,0.0002,0.0017
0.0008,1.9048,0.0338,0.0004,0.0002,0.0001,0.0019
0.0029,0.7529,0.0217,0.0002,0.0002,0.0004,0.0008
0.0052,1.1829,0.029,0.0002,0.0002,0.0012,0.0017
0.0028,1.1802,0.0282,0.0003,0.0001,0.001,0.0015
0.0024,9.087,0.0368,0.0016,0.0005,0.0012,0.0015
0.0012,1.1253,0.0286,0.0002,0.0001,0.0002,0.0016
0.0011,18.2052,0.0339,0.0006,0.0003,0.0004,0.0015
0.0021,1.2149,0.0311,0.0002,0.0002,0.0008,0.0015
0.002,0.9959,0.0287,0.0002,0.0002,0.0006,0.0014
0.0024,0.9618,0.0204,0.0002,0.0001,0.0005,0.001
0.0012,1.4008,0.0306,0.0003,0.0004,0.0003,0.0019
0.0048,1.218,0.0297,0.0003,0.0002,0.0012,0.0018
0.0015,0.8802,0.0312,0.0002,0.0002,0.0009,0.0016
0.0005,0.6233,0.018,0.0002,0.0001,0.0001,0.0007
