0.1926,0.0004,0.2523,0.598,0.1394,0.0001,0.0003,0.0002
0.1045,0.0006,0.2428,0.6401,0.1368,0.0003,0.0002,0.0002
0.1152,0.0006,0.2036,0.7438,0.1377,0.0002,0.0002,0.0002
0.1264,0.0008,0.2261,0.6447,0.1263,0.0001,0.0003,0.0002
0.1582,0.0006,0.2379,0.6242,0.1251,0.0003,0.0002,0.0003
0.1553,0.0004,0.2519,0.5392,0.1162,0.0002,0.0002,0.0002
0.0003,0.0003,0.0015,0.002,0.0002,0.0002,0.0003,0.0004
0.0003,0.0003,0.0012,0.0042,0.0003,0.0001,0.0002,0.0003
0.0004,0.0002,0.0014,0.0021,0.0003,0.0002,0.0004,0.0004
0.0004,0.0005,0.0017,0.002,0.0003,0.0001,0.0003,0.0004
