0.3436,49613.9851,4.7024,0.0006,0.0002,0.7288,1.0761
0.5283,17673.1918,17.3973,0.0007,0.0003,0.0925,0.3303
0.319,9112.2907,2.9065,0.0007,0.0002,0.0462,0.1322
0.2451,7874.4557,2.7655,0.0005,0.0003,0.0746,0.1084
0.0406,8785.7758,3.0344,0.0007,0.0003,0.0117,0.135
0.1594,8538.2849,3.1905,0.0011,0.0003,0.0739,0.1472
0.3624,7855.8982,3.166,0.0006,0.0002,0.0691,0.1613
0.3761,7586.4739,2.719,0.0007,0.0002,0.0864,0.1039
0.1663,7997.2196,2.636,0.0006,0.0003,0.065,0.1251
0.3981,8850.2109,2.9973,0.0008,0.0002,0.1657,0.1707
0.0412,7897.028,2.8395,0.0007,0.0002,0.0109,0.1092
0.3739,7744.2892,2.7545,0.0006,0.0002,0.0868,0.1093
0.023,7083.674,2.7831,0.0008,0.0002,0.0052,0.139
0.2067,7277.5391,2.6824,0.0005,0.0002,0.046,0.096
0.3817,7903.9686,2.8561,0.0007,0.0002,0.1978,0.2345
0.167,7510.8252,2.8291,0.0024,0.0009,0.2069,0.0975
0.2365,7724.8656,2.7173,0.0006,0.0001,0.0795,0.1114
0.3671,8746.7146,3.2449,0.0007,0.0001,0.1043,0.1216
0.3276,7669.4592,2.5439,0.0007,0.0001,0.0753,0.0937
0.1224,7150.4225,2.6492,0.0006,0.0002,0.0287,0.0964
0.0241,8132.2875,2.7961,0.0007,0.0003,0.0062,0.1277
0.1227,7752.9371,2.7316,0.0007,0.0002,0.0324,0.1083
0.3357,7901.6705,5.5289,0.0009,0.0004,0.4048,0.2326
0.1976,7307.0387,2.8826,0.0005,0.0001,0.0996,0.116
0.1827,7487.5777,2.8488,0.0006,0.0003,0.0483,0.1214
0.2812,7458.8033,2.8252,0.0007,0.0002,0.0688,0.125
0.1393,7535.9229,2.6569,0.0008,0.0003,0.0437,0.0975
0.0129,7733.6052,2.5665,0.0007,0.0002,0.0044,0.0927
0.1126,8277.4855,2.8476,0.0007,0.0006,0.0344,0.1312
0.2427,7757.2148,2.9703,0.0006,0.0001,0.0726,0.1171
0.25,7927.7044,3.0037,0.0006,0.0002,0.0791,0.1243
0.3323,7613.5875,2.5467,0.0006,0.0002,0.072,0.0934
0.0649,9046.718,2.8443,0.0006,0.0001,0.0209,0.108
0.1966,8178.2398,2.9133,0.0008,0.0005,0.0618,0.1149
0.0539,9480.8164,2.912,0.001,0.0002,0.0154,0.1257
0.172,8706.0949,2.8395,0.0007,0.0006,0.0505,0.1096
0.0597,9552.8967,2.9224,0.0008,0.0002,0.0162,0.1269
0.2971,9303.0429,3.0617,0.0007,0.0002,0.1114,0.1699
0.0327,8226.8638,2.7962,0.0007,0.0002,0.0111,0.1101
0.1616,9340.3308,2.9125,0.0008,0.0002,0.0716,0.1267
0.0436,10117.1132,3.0584,0.0009,0.0002,0.0113,0.1406
0.1286,8199.1734,2.8933,0.0006,0.0002,0.0482,0.1102
0.0205,9195.9187,2.9088,0.0007,0.0002,0.0067,0.1247
0.2735,9476.9677,3.1638,0.0007,0.0004,0.0844,0.1349
0.2051,9212.5961,2.8731,0.0007,0.0002,0.083,0.1238
0.1349,9310.9181,2.9043,0.0006,0.0002,0.0371,0.1267
0.052,8629.376,2.7998,0.0006,0.0002,0.035,0.1052
0.0394,9217.5711,2.9108,0.0007,0.0002,0.0088,0.1217
0.0371,8214.4835,2.8345,0.0008,0.0002,0.0105,0.1143
0.0916,8361.1048,2.7603,0.0006,0.0002,0.0517,0.1055
0.1002,7727.3288,2.7466,0.0006,0.0001,0.0507,0.1255
0.0157,9142.2684,3.9766,0.0007,0.0003,0.0083,0.2388
0.1817,8386.1131,2.7927,0.0006,0.0001,0.0508,0.1054
0.1426,9274.412,2.9242,0.0007,0.0001,0.0399,0.1252
0.0086,9031.1607,2.8377,0.0006,0.0001,0.0012,0.1246
0.3277,8077.2214,2.7529,0.0005,0.0002,0.0985,0.1083
0.0964,9032.8574,2.85,0.0006,0.0002,0.0285,0.1246
0.0484,9179.349,2.9837,0.0008,0.0002,0.0131,0.1257
0.1833,8008.3275,2.7658,0.0006,0.0002,0.0878,0.1094
0.0027,9309.5928,2.8729,0.0006,0.0002,0.0004,0.1395
0.4173,9416.6144,2.9565,0.0006,0.0001,0.1203,0.1244
0.1689,9497.5061,3.161,0.0007,0.0003,0.0458,0.1502
0.1422,9350.8858,3.0279,0.0007,0.0002,0.0547,0.1312
0.0423,8704.7075,2.8016,0.0007,0.0002,0.0178,0.103
0.195,9192.5203,2.8813,0.0006,0.0001,0.0636,0.1208
0.0611,8612.1907,3.1456,0.0007,0.0004,0.0272,0.2375
0.1802,8662.1323,2.8137,0.0006,0.0001,0.0934,0.1059
