0.7104,4484.8979,0.9843,0.0005,0.0003,0.007,0.042
0.0993,5166.3124,2.3495,0.0005,0.0003,0.0293,0.1718
0.4901,5314.3042,1.668,0.0007,0.0002,0.0472,0.0953
0.0387,4654.3357,8.9896,0.0008,0.0003,0.002,0.2295
0.0939,5457.6512,0.9239,0.0006,0.0002,0.0133,0.0416
0.1708,4897.4293,1.5426,0.0006,0.0002,0.0565,0.0775
0.1373,5433.7937,34.1439,0.0015,0.001,0.1108,0.4989
0.1939,4793.3683,0.8511,0.0006,0.0002,0.0213,0.0388
0.0826,5235.9127,2.2867,0.0005,0.0002,0.0127,0.1029
0.3194,3869.0165,0.9342,0.0004,0.0002,0.0364,0.0373
0.0172,1556.5844,0.9284,0.0006,0.0001,0.0033,0.0361
0.0701,1683.6061,0.949,0.0004,0.0002,0.0154,0.0359
0.1497,1467.5474,0.8962,0.0005,0.0002,0.0332,0.035
0.0495,1471.0081,0.8723,0.0005,0.0003,0.0096,0.0392
0.0869,1815.2654,0.9302,0.0006,0.0002,0.0143,0.0354
0.0191,1322.7919,1.021,0.0007,0.0001,0.0044,0.0683
0.1826,1358.6596,0.9159,0.0009,0.0002,0.0269,0.036
0.0236,1201.3575,0.9171,0.0009,0.0002,0.0052,0.0373
0.1011,1281.6182,0.9809,0.0008,0.0001,0.0239,0.0473
0.0858,1221.7368,1.0446,0.0006,0.0002,0.0197,0.0475
0.0399,1230.9528,0.8785,0.0006,0.0001,0.0134,0.0344
0.024,1319.7899,0.9132,0.0005,0.0003,0.0056,0.035
0.1012,1318.3298,1.2389,0.0007,0.0002,0.0368,0.0601
0.028,1383.4556,0.9144,0.0004,0.0002,0.0092,0.0355
0.0646,1286.823,0.974,0.0007,0.0003,0.0146,0.0487
0.1468,1251.6771,0.8735,0.0006,0.0003,0.0303,0.0347
0.0536,1203.4959,0.9043,0.0005,0.0002,0.0145,0.0359
0.2235,1327.4304,1.021,0.0006,0.0002,0.0396,0.0477
0.0198,1354.3215,0.8856,0.0006,0.0002,0.0043,0.0348
0.1309,1335.2599,0.9816,0.0007,0.0002,0.0346,0.0464
0.047,1339.8752,0.8507,0.0007,0.0002,0.0087,0.0326
0.0633,1229.3788,0.8843,0.0006,0.0002,0.0149,0.0347
0.0663,1222.9616,0.9057,0.0004,0.0002,0.0156,0.0347
0.0244,1219.8192,0.899,0.0006,0.0002,0.0045,0.036
0.0765,1228.151,1.3096,0.0006,0.0001,0.032,0.041
0.1294,1371.4465,0.8958,0.0006,0.0006,0.0266,0.0352
0.121,1375.8872,0.9479,0.003,0.0014,0.3629,0.1842
0.0494,1313.4555,1.5728,0.0006,0.0002,0.0116,0.0597
0.0335,1287.8695,1.0981,0.0008,0.0002,0.0131,0.0465
0.1243,1311.0809,1.0018,0.0005,0.0002,0.0328,0.0468
0.1578,1271.0392,0.8811,0.0005,0.0002,0.0318,0.0344
0.0439,1354.5456,0.9041,0.0005,0.0002,0.0096,0.035
0.0314,1327.3499,0.952,0.0007,0.0003,0.0131,0.0403
0.0567,1285.1137,0.962,0.0007,0.0002,0.0118,0.0455
0.0933,1287.4119,0.9448,0.0006,0.0001,0.0241,0.041
0.0827,1430.1341,0.9994,0.0006,0.0002,0.0159,0.042
0.0911,1326.7457,0.9209,0.0007,0.0002,0.0209,0.0363
0.0356,1219.0027,0.9007,0.0006,0.0002,0.0069,0.0348
0.0901,1271.0953,0.9574,0.0007,0.0001,0.0217,0.0393
0.148,1393.264,1.0907,0.0005,0.0002,0.0415,0.0475
0.0091,1285.7029,0.9841,0.0006,0.0003,0.0015,0.0448
0.0142,1270.206,0.9402,0.0005,0.0002,0.0052,0.0372
0.2094,1378.4435,0.9907,0.0006,0.0002,0.038,0.0553
0.1167,1302.8147,0.97,0.0006,0.0002,0.032,0.0463
0.0667,1385.4608,0.9665,0.0004,0.0002,0.0128,0.0359
0.0065,1297.5182,1.0285,0.0005,0.0002,0.0024,0.0458
0.116,1308.4753,0.9739,0.0005,0.0001,0.0289,0.0453
0.033,1340.7238,0.897,0.0006,0.0003,0.0137,0.0346
0.0638,1241.902,0.9494,0.0007,0.0002,0.0147,0.0357
0.1744,1325.3982,0.8797,0.0006,0.0003,0.0316,0.0347
0.13,1210.1729,0.9238,0.0007,0.0002,0.0306,0.0353
0.1338,1340.2775,0.8927,0.0006,0.0002,0.0274,0.0352
0.0459,1299.3866,0.8606,0.0005,0.0001,0.01,0.0338
0.0966,1291.637,1.0051,0.0006,0.0002,0.0388,0.0466
0.1158,1242.0391,0.8936,0.0006,0.0002,0.0238,0.0359
0.082,1307.7538,0.9961,0.0006,0.0002,0.0173,0.052
0.0704,1320.6894,1.0552,0.0007,0.0001,0.0184,0.0363
