1.3709,1.541,94516.6445,18.2058,0.0054,0.0007,1.6867,2.1394
1.3477,2.2242,100596.178,14.8647,0.0021,0.001,0.7515,1.2704
0.7241,1.7598,102257.8841,15.9216,0.0024,0.0007,0.52,1.1417
1.0353,1.554,96661.1335,20.6813,0.0033,0.001,1.0043,1.7181
1.7793,1.8482,96856.2212,19.9029,0.0028,0.0008,1.4528,1.734
1.1301,2.0851,101056.4636,5.3439,0.0017,0.0003,0.1714,0.3884
0.6827,1.8706,101928.9343,6.055,0.0014,0.0002,0.1139,0.3816
1.3273,1.5609,96329.0445,4.4079,0.0015,0.0005,0.4053,0.5148
0.651,1.6034,97830.7122,8.6869,0.0017,0.0006,0.2103,0.8208
1.556,1.8477,81961.7998,4.3773,0.0007,0.0001,0.117,0.1585
