33014675600,1700,1100,174300,600700
11220120700,2700,1600,1129600,1186100
11407242300,1900,900,512400,734000
11420416100,2200,1500,881000,1119300
12364022100,1500,800,568100,799200
11299663400,1700,900,552100,580300
15964998900,1500,500,569100,370100
6778404900,1500,500,258400,647000
5998704100,1000,500,673500,429700
5315706100,1200,600,267100,337600
