4549284500,1900,1500,126400,228200
3869526400,2100,1400,194000,326200
3107395700,2200,1500,3488500,1056700
3613378100,1000,800,22800,173500
1374806300,2300,1600,256500,451100
1272853300,1500,500,105800,179100
1152953800,1900,1600,117400,336400
1190652700,5200,4600,78600,180000
1450896500,2200,1300,101300,315600
1211897500,1800,700,97000,303600
