129741965500,2500,700,542800,2665800
56712091300,2900,900,3034800,3217900
52686187100,1300,500,215800,1735400
33671930400,1200,500,319200,1106700
27184615200,1200,600,88000,888600
24570996500,1100,700,279100,1122800
23543037600,1000,600,889900,898600
23160868600,1400,400,133100,752800
29936194100,1000,500,1272700,1054800
33614148400,1100,500,1302000,1870800
